"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Organic CMOS Line Drivers on Foil","S. Abdinia; T. . -H. Ke; M. Ameys; J. Li; S. Steudel; J. L. Vandersteen; B. Cobb; F. Torricelli; A. van Roermund; E. Cantatore","Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, Brabant, MB, Netherlands; PME-LAE, IMEC, Leuven, Belgium; PME-LAE, IMEC, Leuven, Belgium; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, Brabant, MB, Netherlands; PME-LAE, IMEC, Leuven, Belgium; TNO, HOLST Centre, Netherlands; TNO, HOLST Centre, Netherlands; Department of Information Engineering, Università degli Studi di Brescia, Brescia, Italy; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, Brabant, MB, Netherlands; Department of Electrical Engineering, Eindhoven University of Technology, Eindhoven, Brabant, MB, Netherlands","Journal of Display Technology","19 May 2017","2015","11","6","564","569","In this paper, the design of a low-voltage line driver in a complementary organic technology on foil is presented. The behavior and the variability of circuits are predicted by means of transistor modeling and statistical characterization. The comparison of measurements and simulations of simple digital blocks verifies the effectiveness of the design approach. A transmission-gate based 32-stage line driver and a fully-static one are shown. It is also shown that, based on the statistical organic thin-film transistor (OTFT) characterization, the fully-static logic style is a more suitable choice for implementing line drivers in this technology. The implemented fully-static line driver, which is comprised of 1216 transistors, has the highest transistor count reported for a complementary organic circuit to date. It works at supply voltages from 10 V to as low as 3.3 V, reaching a 1 kHz clock frequency, and occupying an area of 25 ×4.7 mm2. The drivers are implemented in a technology compatible with that of flat-panel display backplanes and are tested with a QQVGA AMOLED display.","1558-9323","","10.1109/JDT.2015.2421344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7083700","Complementary organic;line driver;low-voltage;mechanically-flexible;organic;organic thin-film transistor (OTFT);variability","Organic thin film transistors;Integrated circuit modeling;Logic gates;Inverters;Current measurement","driver circuits;flat panel displays;LED displays;logic circuits;organic light emitting diodes;statistical analysis;thin film transistors","low-voltage organic CMOS line driver;foil;complementary organic technology;statistical characterization;transmission-gate;statistical organic thin-film transistor;OTFT;fully-static logic style;fully-static line driver;flat-panel display backplane;QQVGA AMOLED display;voltage 10 V to 3.3 V;frequency 1 kHz","","22","","21","IEEE","9 Apr 2015","","","IEEE","IEEE Journals"
"A Flexible and Robust Threshold Selection Method","Z. Wang; J. Xiong; Y. Yang; H. Li","State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China; State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences, Shenyang, China","IEEE Transactions on Circuits and Systems for Video Technology","14 Sep 2018","2018","28","9","2220","2232","Despite the great prosperity and fast development of image segmentation technology, threshold selection method is still the best choice in many practical applications. The state-of-the-art threshold selection methods perform poorly in segmenting many images with different modalities, such as the magnetic resonance images, cell images, and laser line images. Thus, it is desirable to come up with a more robust method that could segment images with different modalities with the optimum accuracy. To this end, the method should be flexible and its parameters should be adjustable for different types of images. In this paper, we propose to compute the threshold based on the slope difference distribution, which is computed from the image histogram with adjustable parameters. First, the pixels are clustered based on the peaks of the slope difference distribution into different pixel classes. Second, the threshold is selected based on the valleys of the slope difference distribution to separate the pixel classes. The robustness of this threshold selection method relies on the adjustable parameters that could be calibrated to achieve the optimum segmentation accuracy for each specific type of images. The proposed threshold selection method is tested on both the synthesized images and the real images. Experimental results show that the proposed method outperforms the state-of-the-art methods as a whole.","1558-2205","","10.1109/TCSVT.2017.2719122","Chinese Academy of Sciences(grant numbers:Y5A1270101); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7956195","Threshold selection;clustering;image segmentation;slope difference distribution","Histograms;Image segmentation;Entropy;Computational modeling;Discrete Fourier transforms;Frequency-domain analysis;Mathematical model","biomedical MRI;image segmentation","image segmentation technology;threshold selection method;magnetic resonance images;cell images;laser line images;segment images;slope difference distribution;image histogram;optimum segmentation accuracy;synthesized images;pixel classes","","19","","30","OAPA","23 Jun 2017","","","IEEE","IEEE Journals"
"Holding-Time-Aware Dynamic Traffic Grooming","M. Tornatore; A. Baruffaldi; H. Zhu; B. Mukherjee; A. Pattavina","Department of Electronics and Information, Politecnico di Milano, Milan, Italy; Department of Electronics and Information, Politecnico di Milano, Milan, Italy; Blade Network Technologies, Santa Clara, CA, USA; Department of Computer Science, University of California, Davis, CA, USA; Department of Electronics and Information, Politecnico di Milano, Milan, Italy","IEEE Journal on Selected Areas in Communications","3 Apr 2008","2008","26","3","28","35","Progress in network technologies and protocols is paving the road towards flexible optical transport networks, in which dynamic leasable circuits could be set up and released on a short-term basis according to customers requirements. Recently, new solutions for automated network management promise to allow customers to dinamically specify the terms of the Service Level Agreement (SLA) to be guaranteed by the service provider. Since this new information is made available, we propose to exploit the knowledge of connection holding time, among the other Service Level Specifications (SLS), to improve the routing efficiency. In this work, we consider that a typical electronic-layer (e.g., SDH or MPLS) demand requires only a fraction of the capacity of the single wavelength bandwidth and we investigate a new algorithm for traffic grooming of sub-wavelength connections in an optical mesh network. We rely on the knowledge of the holding time of connection requests to exploit lightpath capacity and hence to achieve significant reduction in blocking probability for the traffic grooming problem. Our new methodology is applied on a typical US nation-wide network and results are compared with those given by previous known approaches.","1558-0008","","10.1109/JSAC-OCN.2008.031307","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4481392","","Telecommunication traffic;Optical fiber networks;Transport protocols;Roads;Flexible printed circuits;Laser sintering;Routing;Synchronous digital hierarchy;Multiprotocol label switching;Bandwidth","optical fibre networks;probability;telecommunication network management;telecommunication network routing;telecommunication network topology;telecommunication traffic;wavelength division multiplexing","flexible optical transport networks;automated network management;service level agreement;service level specifications;network routing;mesh network;bandwidth blocking probability;WDM;holding-time-aware dynamic traffic grooming","","35","","18","","3 Apr 2008","","","IEEE","IEEE Journals"
"Growth kinetics of intermetallic compound layers at the interface during laser-assisted bonding depending on surface finish","H. -S. Joo; K. D. Min; C. -J. Lee; B. U. Hwang; S. -B. Jung","School of Advanced Materials Science & Engineering, Sungkyunkwan University, Suwon, Republic of Korea; School of Advanced Materials Science & Engineering, Sungkyunkwan University, Suwon, Republic of Korea; School of Advanced Materials Science & Engineering, Sungkyunkwan University, Suwon, Republic of Korea; School of Advanced Materials Science & Engineering, Sungkyunkwan University, Suwon, Republic of Korea; School of Advanced Materials Science & Engineering, Sungkyunkwan University, Suwon, Republic of Korea","2020 IEEE 70th Electronic Components and Technology Conference (ECTC)","5 Aug 2020","2020","","","1916","1921","Mass reflow (MR) has been widely used in the interconnecting process of electronic packaging. However, use of conventional MR shows a limitation in the miniaturization trend of electronic devices because of thermal damage to heat- sensitive polymer components from the high process temperature and long bonding time. Furthermore, MR cannot avoid warpage issues because it cannot provide thermal selectivity to the bonding area. These representative problems of MR indicate the need for an advanced bonding process with selectivity and mass product possibility. To meet the requirements of electronic packaging, advanced bonding processes were needed. Laser-assisted bonding (LAB) has been spotlighted as a next-generation interconnection technology to overcome the problems of MR. LAB has extremely fast ramping up speed with accurately controlled wavelength and excellent thermal selectivity. The LAB process could be applied in bonding of flexible, foldable, and even stretchable applications involving a polymer component with a low glass transition temperature. Furthermore, the short process time of LAB could provide not only enhanced productivity, but improvement in mechanical properties as a result of finer grain size and reduction in intermetallic compound (IMC) formation.SAC305 solder paste was printed on two kinds (OSP and ENEPIG) of surface-finished Cu electrode, and MR and LAB processes were performed to create solder joints. The mechanical reliability of solder joint was evaluated with shear test according to the JEDEC standard. Formation and growth of an IMC layer at the interface between SAC solder and Cu after soldering were identified with FESEM. A high- temperature storage test was performed to evaluate the longterm reliability of LAB compared to that of MR. Voids in solder joints were identified by x-ray scanner to compare the soldering processes and surface finish depending on aging time. Smaller IMC layer between solder joint and electrode thickness and fewer voids in solder joints were produced with LAB compared to MR.","2377-5726","978-1-7281-6180-8","10.1109/ECTC32862.2020.00299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9159282","Laser-assisted bonding;Solder;Microstructure;Intermetallic compound","Soldering;Surface finishing;Aging;Surface cracks;Microstructure;Metals","ageing;bonding processes;copper;copper alloys;electronics packaging;glass transition;grain size;integrated circuit reliability;interconnections;reflow soldering;reliability;silver alloys;soldering;solders;surface finishing;tin alloys;voids (solid)","intermetallic compound layers;laser-assisted bonding;surface finish;mass reflow;MR;interconnecting process;electronic packaging;electronic devices;thermal damage;sensitive polymer components;high process temperature;long bonding time;bonding area;advanced bonding process;mass product possibility;next-generation interconnection technology;thermal selectivity;LAB process;polymer component;low glass transition temperature;short process time;SAC305 solder paste;LAB processes;solder joint;high-temperature storage test;soldering processes;growth kinetics;surface-finished electrode;surface-finished electrode;Cu","","1","","18","","5 Aug 2020","","","IEEE","IEEE Conferences"
"A novel passive optical network with dynamic wavelength allocation","M. S. Rogge; Yu-Li Hsueh; L. G. Kazovsky","Networking Research Laboratory, Stanford University-Photonics, Stanford, CA, USA; Networking Research Laboratory, Stanford University-Photonics, Stanford, CA, USA; Networking Research Laboratory, Stanford University-Photonics, Stanford, CA, USA","Optical Fiber Communication Conference, 2004. OFC 2004","13 Dec 2004","2004","2","","3 pp. vol.2","","A novel, high performance passive optical network employs dynamic wavelength allocation to provide bandwidth sharing across multiple physical passive optical networks. Tunable lasers and coarse/fine filtering combine to create a flexible new optical access solution.","","1-55752-772-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1362210","","Passive optical networks;Arrayed waveguide gratings;Optical network units;Optical transmitters;Wavelength division multiplexing;Optical filters;Time division multiplexing;Optical fiber networks;Costs;Tunable circuits and devices","optical fibre networks;optical fibre filters;laser tuning;optical transmitters","passive optical network;dynamic wavelength allocation;bandwidth sharing;tunable lasers;coarse filtering;fine filtering;optical access solution","","2","","3","","13 Dec 2004","","","IEEE","IEEE Conferences"
"LED Backlight Module by a Lightguide-Diffusive Component With Tetrahedron Reflector Array","J. -Z. Tsai; R. -S. Chang; T. -Y. Li; T. C. Chuang","Department of Electrical Engineering, National Central University, Jhong Li, Taiwan; Department of Optics and Photonics, National Central University, Jhong Li, Taiwan; Department of Electrical Engineering, National Central University, Jhong Li, Taiwan; Department of Computer Science and Information Engineering, Van Nung University, Chungli, Taiwan","Journal of Display Technology","25 Apr 2012","2012","8","6","321","328","In our previous work, IEEE/OSA Journal of Display Technology, February 2012, we examined the luminance and uniformity characteristics of a newly invented secondary optical lens with a wide emission angle called a “lightguide-diffusive component”. The lightguide-diffusive component is designed for thin direct LED backlighting applications. The LED backlight module is composed of at least an LED light source, a secondary lightguide-diffusive component with a micro-structure reflective bottom surface, and a flexible printed circuit (FPC) for LED lighting without a brightness-enhanced film (BEF). Through this lightguide-diffusive component, the emission profile of a single LED is modified to provide better illumination and more uniformity. In this work, the micro-structure reflective bottom is redesigned to be shaped like a Tetrahedron Reflector Structure Array instead of a triangle cylinder structured array, resulting in a more uniform spatial light energy distribution on the emission plane of the LED backlight. The simulation results show an increase in the uniformity ratio with the new design from 72% to 76%, a 4% improvement, the angle of the luminous intensity is increased from 98 deg to 112 deg, a 14 deg improvement, a decrease in the luminance is from 9024 nits to 8551 nits, an impairment of 5%, and a decrease in the volume of the micro-structure reflector from 1.154 mm3 to 0.767 mm3, a 33.5% volume reduction (cost saving).","1558-9323","","10.1109/JDT.2012.2184077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6189809","LED;secondary lightguide-diffusive;backlight module;tetrahedron","Arrays;Light sources;Light emitting diodes;Vectors;Mathematical model;Simulation;Lenses","brightness;flexible displays;LED displays;printed circuits","LED backlight module;uniformity characteristics;luminance characteristics;secondary optical lens;wide emission angle;LED light source;secondary lightguide-diffusive component;microstructure reflective bottom surface;flexible printed circuit;brightness-enhanced film;tetrahedron reflector structure array;triangle cylinder structured array;spatial light energy distribution;microstructure reflector;volume reduction","","8","13","8","IEEE","25 Apr 2012","","","IEEE","IEEE Journals"
"Aerosol-Jet Printed Interconnects for 60-Gb/s CMOS Driver and Microring Modulator Transmitter Assembly","A. Elmogi; H. Ramon; J. Lambrecht; P. Ossieur; G. Torfs; J. Missinne; P. De Heyn; Y. Ban; M. Pantouvaki; J. Van Campenhout; G. Van Steenberge","Centre for Microsystems Technology, Ghent University-imec, Ghent, Belgium; IDLab Department of Information Technology, Ghent University-imec, Ghent, Belgium; IDLab Department of Information Technology, Ghent University-imec, Ghent, Belgium; IDLab Department of Information Technology, Ghent University-imec, Ghent, Belgium; IDLab Department of Information Technology, Ghent University-imec, Ghent, Belgium; Centre for Microsystems Technology, Ghent University-imec, Ghent, Belgium; imec, Leuven, Belgium; imec, Leuven, Belgium; imec, Leuven, Belgium; imec, Leuven, Belgium; Centre for Microsystems Technology, Ghent University-imec, Ghent, Belgium","IEEE Photonics Technology Letters","18 Nov 2018","2018","30","22","1944","1947","We developed an aerosol-jet printing technique to realize an optical transmitter assembly of a microring modulator and a high-speed CMOS driver in which the bonding wires are replaced by aerosol-jet printed silver interconnects. First, the technology is characterized by printing coplanar waveguides (CPWs) test structures on glass and epoxy in order to fully investigate the electro-magnetic behavior of the aerosol-jet printed interconnects. The printed CPWs on glass and epoxy showed a low attenuation of 0.57 and 0.76 dB/mm at 50 GHz, respectively. Then, the aerosol-jet printed interconnects were benchmarked with conventional bonding wires while separately interconnecting the ring modulator without the CMOS driver. The measured reflection coefficient (S11) of the aerosol-jet printed interconnects showed an increase in a resonance frequency of 20 GHz compared with Al bonding wires. Furthermore, the optical transmitter was successfully demonstrated at 60 Gb/s and the measured optical eye diagrams were clearly open even after 2 km of standard single-mode fiber. An extinction ratio of 4.63 dB was achieved while applying a drive voltage of 1 Vpp.","1941-0174","","10.1109/LPT.2018.2873056","Special Research Fund of Ghent University(grant numbers:BOF14/GOA/034); European Commission(grant numbers:688172); Hercules Foundations Flanders(grant numbers:ZW11-15 (Helicom)); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8478296","Aerosol-jet;electrical interconnects;ring modulator;CMOS driver;coplanar waveguide","Modulation;Wires;Coplanar waveguides;Bonding;Glass;Optical transmitters;Optical waveguides","aerosols;CMOS integrated circuits;coplanar waveguides;driver circuits;flexible electronics;ink jet printing;integrated circuit interconnections;integrated optics;integrated optoelectronics;interconnections;micro-optics;millimetre wave integrated circuits;optical modulation;optical transmitters;silver","aerosol-jet printed silver interconnects;aerosol-jet printing technique;microring modulator transmitter assembly;CMOS driver;aerosol-jet printed interconnects;frequency 50.0 GHz;frequency 20.0 GHz;size 2.0 km;noise figure 4.63 dB;loss 0.57 dB;loss 0.76 dB;Al","","2","","12","IEEE","30 Sep 2018","","","IEEE","IEEE Journals"
"All Optical Service Networks Architecture and Protocols for Integration of Space and Ground","Z. Wang; Y. Liu; H. Peng; Y. Li; Y. Zhao; J. Zhang","Beijing University of Posts and Telecommunications, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China; The University of Edinburgh, Edinburgh, UK; Beijing University of Posts and Telecommunications, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China; Beijing University of Posts and Telecommunications, Beijing, China","2021 19th International Conference on Optical Communications and Networks (ICOCN)","19 Oct 2021","2021","","","1","3","The advance of the sixth generation (6G) network made the integration of space and ground network become a trend in the future. To realize global coverage and flexible connection, satellite communication is attracting more and more attention. However, space networks based on microwaves have limitations such as scarcer resource of spectrum, large attenuation. Therefore, laser communication is recommended. But the existed transmission technologies have difficulties in satisfying the various requirement of transport performance of personalized services. The network is needed to be more flexible facing services. In this paper, we proposed all optical service networks for integration of space and ground to implement 6G. First, an network architecture was illustrated. Then we summarized some key technologies in the architecture. In the end, we proposed three open issues to be discussed.","","978-1-6654-2446-2","10.1109/ICOCN53177.2021.9563691","National Key Research and Development Program of China(grant numbers:2020YFB1805602); NSFC(grant numbers:62021005,61822105,61901053); Fundamental Research Funds for the Central Universities(grant numbers:2021RC12); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9563691","Optical networks;Service Networks;Integration of Space and Ground","Integrated optics;6G mobile communication;All-optical networks;Microwave integrated circuits;Protocols;Optical attenuators;Masers","6G mobile communication;free-space optical communication;protocols;radio spectrum management;satellite communication;space communication links","optical service networks architecture;sixth generation network;6G network;flexible connection;satellite communication;space networks;laser communication;personalized services;flexible facing services;network architecture","","","","8","","19 Oct 2021","","","IEEE","IEEE Conferences"
"Micro-lens-coupled LED neural stimulator for optogenetics","X. Bi; B. Fan; W. Li","Microtechnology Lab, Michigan State University, East Lansing, MI, USA; Microtechnology Lab, Michigan State University, East Lansing, MI, USA; Microtechnology Lab, Michigan State University, East Lansing, MI, USA","2015 IEEE Biomedical Circuits and Systems Conference (BioCAS)","7 Dec 2015","2015","","","1","4","Optogenetics is a fast growing neuromodulation method, which can remotely manipulate the specific activities of genetically-targeted neural cells and associated biological behaviors with millisecond temporal precision through light illumination. Application of optogenetics in neuroscience studies has created an increased need for the development of light sources and the instruments for light delivery. Currently, laser-coupled optical fibers have been most commonly used, but the tethered optical fibers can restrict the natural behavior of the subjects while performing optical stimulations with freely moving animals. Alternatively, micro-light-emitting diodes (μ-LEDs) are power-efficient, low-cost and suitable for integration with wireless electronics. However, the wide irradiation angle and low out-coupling efficiency of LEDs significantly weaken the emitted light intensity and limit their applications for optical stimulation in deep brain regions. In this paper, we present a micro-lens-coupled LED neural stimulator with improved light out-coupling efficiency for optogenetic neuromodulation. A backside reflector and a frontside microlens are integrated with the μ-LED chip for the light collection and collimation. Microfabrication techniques are developed to construct microlens arrays on mechanically flexible substrates. The functionality of the fabricated LED stimulators is demonstrated by both numerical simulation and measurement.","","978-1-4799-7234-0","10.1109/BioCAS.2015.7348344","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7348344","optogenetics;optical neurostimulation;micro-light-emitting diode;microlens","Light emitting diodes;Lenses;Microoptics;Optical device fabrication;Stimulated emission;Optical reflection;Biomedical optical imaging","biomedical electronics;biomedical equipment;cellular biophysics;genetics;light emitting diodes;light sources;microfabrication;microlenses;neurophysiology;numerical analysis;optical fibres","microlens-coupled LED neural stimulator;optogenetics;fast growing neuromodulation method;genetically-targeted neural cells;millisecond temporal precision;light illumination;light sources;laser-coupled optical fibers;tethered optical fibers;natural behavior;microlight-emitting diodes;wireless electronics;low out-coupling efficiency;emitted light intensity;optical stimulation;deep brain regions;micro-lens-coupled LED neural stimulator;improved light out-coupling efficiency;optogenetic neuromodulation;backside reflector;frontside microlens;μ-LED chip;light collimation;microfabrication techniques;microlens arrays;mechanically flexible substrates;numerical simulation","","6","","17","","7 Dec 2015","","","IEEE","IEEE Conferences"
"2nd International IEEE Conference on Polymers and Adhesives in Microelectronics and Photonics. POLYTRONIC 2002. Conference Proceedings (Cat. No.02EX599)","",,"2nd International IEEE Conference on Polymers and Adhesives in Microelectronics and Photonics. POLYTRONIC 2002. Conference Proceedings (Cat. No.02EX599)","7 Aug 2002","2002","","","","","The following topics are dealt with: adhesive joints in microwave applications; electrical conductivity of anisotropic chemical adhesives; conductive adhesive fillets for double sided PCBs; solderable conductive pastes; application of adhesives in MEMS, and MOEMS assembly; isotropically conductive adhesives; reliability; epoxy resins for UV laser cure; double-layer no-flow underfill materials and process; encapsulant characterization tools for process setup and failure analysis; low temperature processable core material for embedded inductor; triazine containing polymers for use in integrated optics; fine pitch flip chip on flex interconnection process; stackable package using chip in polymer technology; high volume printing technologies; lamination technique for electronic packaging; laser processing of flexible substrates; all-polymer field effect transistors and organic thin film transistors; ultra-high dielectric constant polymer based composite; and vacuum molded flip chip packaging technology.","","0-7803-7567-X","10.1109/POLYTR.2002.1020173","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1020173","","Integrated circuits;Packaging;Encapsulation;Flip-chip devices;Microassembly;Optoelectronic devices;Microelectromechanical devices;Integrated optics;Printing;Nonhomogeneous media","polymers;adhesives;integrated circuits;packaging;encapsulation;substrates;flip-chip devices;fine-pitch technology;microassembling;optoelectronic devices;micro-optics;micromechanical devices;integrated optics;printing;composite materials","flip chip packaging technology;adhesive joints;conductive adhesive;PCB;solderable conductive pastes;MEMS assembly;MOEMS assembly;reliability;epoxy resins;underfill materials;encapsulant characterization;integrated optics;fine pitch technology;packaging;polymer technology;printing technologies;lamination technique;flexible substrates;transistors;microelectronics;photonics","","","","","","7 Aug 2002","","","IEEE","IEEE Conferences"
"Cycle-true simulation of the ST10 microcontroller","L. Gauthier; A. A. Jerraya","SLS group, TIMA Laboratory, Grenoble, France; SLS group, TIMA Laboratory, Grenoble, France","Proceedings Design, Automation and Test in Europe Conference and Exhibition 2000 (Cat. No. PR00537)","6 Aug 2002","2000","","","742","","Summary form only given. With the rising complexity of electronic systems, containing more and more both hardware and software parts, it becomes necessary to simulate simultaneously hardware and software parts at whatever abstraction level. These simulation techniques, called co-simulation, require fast and flexible simulators. In this paper we introduce the elaboration of a microcontroller simulator for an accurate hardware/software co-simulation at the clock-cycle level. It is our goal to have a simulator which is fast enough to simulate a few minutes of real time execution within a reasonable lapse of time. To be more precise, we deal here with the realization of a simulator for the ST10 microcontroller and its integration into a co-simulation environment.","","0-7695-0537-6","10.1109/DATE.2000.840875","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=840875","","Microcontrollers;Computational modeling;Circuit simulation;Clocks;Hardware design languages;Switches;Laser sintering;Laboratories;Manufacturing processes;Virtual manufacturing","microcontrollers;digital simulation;circuit simulation;software engineering","cycle-true simulation;ST10 microcontroller;hardware/software co-simulation;clock-cycle level;real time execution;cosimulation environment","","","","","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Single-Event Transient Error Characterization of a Radiation-Hardened by Design 90 nm SerDes Transmitter Driver","S. E. Armstrong; B. D. Olson; J. Popp; J. Braatz; T. D. Loveless; W. T. Holman; D. McMorrow; L. W. Massengill","Radiation Effects Group, Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, USA; Radiation Effects Group, Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, USA; Solid State Electronics Development Group, Boeing Company, Seattle, WA, USA; Solid State Electronics Development Group, Boeing Company, Seattle, WA, USA; Radiation Effects Group, Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, USA; Radiation Effects Group, Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, USA; Naval Research Laboratory, Inc., Washington D.C., DC, USA; Radiation Effects Group, Department of Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, USA","IEEE Transactions on Nuclear Science","8 Dec 2009","2009","56","6","3463","3468","The analysis and measurement of a radiation hardened by design 3.125 Gbps SerDes transmitter driver fabricated in commercial 90 nm CMOS is presented. The transmit driver is implemented in thick oxide 2.5 V devices. Testing and simulation of laser-induced single-event transients of a fabricated driver section are discussed. A highly-flexible data collection technique that allows post-processing of data for different error types and thresholds within a single data set is presented. This effort represents the first single-event effects measurement and analysis on a highly-scaled analog/RF CMOS circuit element operating at GHz frequencies. Sensitive nodes are identified through experiment and simulation.","1558-1578","","10.1109/TNS.2009.2033924","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5341372","Serializer-deserializer;single-event effects;single-event transients;space applications;two-photon absorption","Transmitters;Voltage;CMOS technology;Radio frequency;CMOS analog integrated circuits;Radiofrequency identification;Absorption;Cranes;Radiation effects;Laboratories","CMOS integrated circuits;driver circuits;error detection;radiation hardening","error characterization;radiation-hardening;SerDes transmitter driver;thick oxide devices;device simulation;laser-induced single-event transients;data collection technique;RF CMOS circuit element;sensitive nodes;size 90 nm","","4","","9","IEEE","8 Dec 2009","","","IEEE","IEEE Journals"
"Low-loss high-thermal-stability polymer interconnects for low-cost high-performance massively parallel processing","L. Eldada; Chengzeng Xu; K. M. T. Stengel; L. W. Shacklette; R. A. Nomood; J. T. Yardley","Engineered Materials Sector, Electronic & Optical Materials Division, Allied Signal, Inc., Morristown, NJ, USA; Engineered Materials Sector, Electronic & Optical Materials Division, Allied Signal, Inc., Morristown, NJ, USA; Engineered Materials Sector, Electronic & Optical Materials Division, Allied Signal, Inc., Morristown, NJ, USA; Engineered Materials Sector, Electronic & Optical Materials Division, Allied Signal, Inc., Morristown, NJ, USA; NA; Engineered Materials Sector, Electronic & Optical Materials Division, Allied Signal, Inc., Morristown, NJ, USA","Proceedings of Massively Parallel Processing Using Optical Interconnections","6 Aug 2002","1996","","","192","205","A versatile polymeric waveguide technology is proposed for massively parallel optical interconnections. We developed a variety a low-loss high-thermal-stability polymeric materials and used them in the fabrication of complex point-to-point optical interconnections with controlled numerical aperture (NA) and geometry. Conventional mask photolithography as well as maskless adaptive laser-based techniques were used to produce at low cost various integrated optical devices and circuits on diverse rigid and flexible substrates. Practical applications include high-speed high-density massively-parallel on-chip, chip-to-chip, on-board, board-to-board and backplane interconnections.","","0-8186-7591-8","10.1109/MPPOI.1996.559095","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=559095","","Integrated circuit interconnections;Optical polymers;Optical waveguides;Optical interconnections;Optical materials;Optical device fabrication;Optical control;Apertures;Geometrical optics;Lithography","optical interconnections;integrated optoelectronics;photolithography;masks;optical polymers;geometry;optical computing;optical planar waveguides;thermal stability;integrated circuit technology;integrated circuit interconnections","low-loss high-thermal-stability polymer interconnects;low-cost high-performance massively parallel processing;versatile polymeric waveguide technology;massively parallel optical interconnections;low-loss high-thermal-stability polymeric materials;complex point-to-point optical interconnections;controlled numerical aperture;geometry;mask photolithography;maskless adaptive laser-based techniques;low cost;integrated optical devices;integrated optical circuits;backplane interconnections;chip-to-chip interconnections;board-to-board interconnections;optical neural nets","","3","","9","","6 Aug 2002","","","IEEE","IEEE Conferences"
"Equipment for placement and bonding","F. Rusander","RÜSANDER VISION AUTOMATION, Denmark","Proceedings. The First IEEE International Symposium on Polymeric Electronics Packaging, PEP '97 (Cat. No.97TH8268)","6 Aug 2002","1997","","","259","264","Flip chip, ball grid array (BGA), and /spl mu/-BGA technology has been investigated by large and small European electronics companies, and the technology is already used in production by some. There are three major applications: (1) SMT compatible use of flip chip on printed boards; (2) flip chip technology for special applications where no other packaging can meet the requirements; (3) low cost flip chip technology. Assembly and bonding equipment is an important concern for all of these applications for the development of low-cost flip chip technology and bumping technology. However, the heavy cost of assembly and bonding equipment, and difficulties in finding systems which are flexible enough to cover the wide range of demands, are blocking the way for smaller, innovative companies. A modular flexible bonding workstation for a wide variety of flip chip applications is presented and explained in this paper. The workstation is based on a simple but very precise principle for optical face-down chip alignment. Special features realised as modular options enable this workstation to cover a wide range of different bonding processes with all parameters. The paper explains how to perform different bonding processes with the system.","","0-7803-3865-0","10.1109/PEP.1997.656498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=656498","","Conductive adhesives;Flip chip;Workstations;Bonding forces;Gold;Anisotropic magnetoresistance;Electronics packaging;Packaging machines;Diode lasers;Glass","flip-chip devices;integrated circuit packaging;surface mount technology;assembling;engineering workstations;computer integrated manufacturing;soldering;adhesion;position control","placement equipment;bonding equipment;flip chip technology;ball grid array technology;micro-BGA technology;European electronics companies;SMT compatible flip chip;printed boards;packaging;flip chip cost;assembly equipment;bumping technology;modular flexible bonding workstation;flip chip applications;optical face-down chip alignment;bonding processes","","","1","","","6 Aug 2002","","","IEEE","IEEE Conferences"
